Step,Scaffold,SMILES,Linker Num HBD,Linker Num HBA,Linker Num Aromatic Rings,Matching substructure1,linker_mol_weight,Scaffold Ring Score,linker_rocs_score,raw_Linker Num HBD,raw_Linker Num HBA,raw_Linker Num Aromatic Rings,raw_linker_mol_weight,raw_linker_custom_alerts,raw_Scaffold Ring Score,raw_linker_rocs_score,total_score,ID
158,c1cc(CN2CCCCC2)cc(Nc2ncc[nH]2)c1,Cc1cn2c(n1)Nc1cccc(c1)CN1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,3,2,201.272995,0,8,0.5,0.9480775,default_job_2059
148,c1ncc(Nc2csc(N3CCCCC3)c2)[nH]1,Cc1ncn2c1Nc1cc(sc1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,207.302002,0,7,0.5,0.9480775,default_job_2060
148,c1ncc(Nc2cc(N3CCCCC3)cs2)[nH]1,Cc1nc(C)n2c1Nc1sc(C)c(c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,235.3560028,0,7,0.5,0.9480775,default_job_2061
158,c1cc(Nc2cc(CN3CCCCC3)ccn2)ccn1,Cc1cc2cc(n1)Nc1c(C)cnc(c1C)OCCCNC1CCN(CC1)C2,1,1,1,1,1,1,0.5,1,3,2,227.3110046,0,8,0.5,0.9480775,default_job_2062
151,c1ncc(Nc2ccc(N3CCCCC3)cn2)[nH]1,Cc1cc2nc(C)c1N1CCC(CC1)NCCCOC(C)n1cnc(C)c1N2,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,8,0.5,0.9480775,default_job_2063
169,c1cnc(Nc2cc(CN3CCCCC3)co2)cn1,Cc1oc2c(C)c1CN1CCC(CC1)NCCCOc1cncc(n1)N2,1,1,1,1,1,1,0.5,1,4,2,203.2449951,0,8,0.5,0.9480775,default_job_2064
167,c1cncc(Nc2nccc(N3CCCCC3)n2)c1,Cc1cnc2nc1N1CCC(CC1)NCCCOC(C)c1cncc(c1)N2,1,1,1,1,1,1,0.5,1,4,2,214.2720032,0,8,0.5,0.9480775,default_job_2065
167,c1cc(Nc2cncc(CN3CCCCC3)c2)ncn1,Cc1nc(C)c2cc1CN1CCC(CC1)NCCCOc1nccc(n1)N2,1,1,1,1,1,1,0.5,1,4,2,214.2720032,0,8,0.5,0.9480775,default_job_2066
153,c1ncc(Nc2ccc(N3CCCCC3)nc2)[nH]1,Cc1cc2cnc1N1CCC(CC1)NCCCOCn1cnc(C)c1N2,1,1,1,1,1,1,0.5,1,4,2,202.2610016,0,8,0.5,0.9480775,default_job_2067
154,c1c[nH]c(Nc2ccc(N3CCCCC3)nc2)c1,Cc1cc2ncc1Nc1c(C)ccn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,3,2,201.272995,0,8,0.5,0.9480775,default_job_2068
155,c1ncc(Nc2ccc(N3CCCCC3)cc2)[nH]1,Cc1cc2cc(C)c1N1CCC(CC1)NCCCOC(C)n1cncc1N2,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2069
153,c1ncc(Nc2ccsc2CN2CCCCC2)[nH]1,Cc1cc2c(s1)CN1CCC(CC1)NCCCOCn1cnc(C)c1N2,1,1,1,1,1,1,0.5,1,4,2,221.3289948,0,7,0.5,0.9480775,default_job_2070
157,c1cc(CN2CCCCC2)cc(Nc2ccncn2)c1,Cc1nc2c(C)c(n1)OCCCNC1CCN(CC1)Cc1cc(C)c(C)c(c1)N2,1,1,1,1,1,1,0.5,1,3,2,241.3379974,0,8,0.5,0.9480775,default_job_2071
153,c1cc(Nc2ccnc(N3CCCCC3)c2)[nH]n1,Cc1cc2c(C)c(n1)N1CCC(CC1)NCCCOCn1nccc1N2,1,1,1,1,1,1,0.5,1,4,2,202.2610016,0,7,0.5,0.9480775,default_job_2072
148,c1csc(Nc2nc(N3CCCCC3)cs2)c1,Cc1sc2c(c1C)COCCCNC1CCN(CC1)c1csc(n1)N2,1,1,1,1,1,1,0.5,1,4,2,224.3540039,0,7,0.5,0.9480775,default_job_2073
169,c1cc(Nc2cc(CN3CCCCC3)ccn2)[nH]n1,Cc1cnn2c1Nc1cc(c(C)c(C)n1)CN1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,8,0.5,0.9480775,default_job_2074
153,c1cc(Nc2cnc[nH]2)cc(N2CCCCC2)c1,Cc1ccc2cc1Nc1c(C)ncn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,3,2,201.272995,0,7,0.5,0.9480775,default_job_2075
167,c1csc(Nc2ccnc(N3CCCCC3)n2)c1,Cc1cnc2nc1Nc1sc(C)c(C)c1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,233.3399963,0,7,0.5,0.9480775,default_job_2076
169,c1cnc(Nc2ccnc(N3CCCCC3)c2)cn1,Cc1cnc2c(n1)Nc1cc(C)nc(c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,7,0.5,0.9480775,default_job_2077
169,c1cc(Nc2ccnc(N3CCCCC3)c2)ncn1,Cc1cnc2nc1Nc1c(C)cnc(c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,8,0.5,0.9480775,default_job_2078
145,c1cc(Nc2ccc[nH]2)cc(N2CCCCC2)c1,Cc1cc(C)n2c1Nc1cc(Cl)cc(c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,2,2,248.7570038,0,7,0.5,0.9480775,default_job_2079
167,c1cc(CN2CCCCC2)cc(Nc2cnc[nH]2)n1,Cc1nc2cc(c1C)CN1CCC(CC1)NCCCOCn1cncc1N2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,8,0.5,0.9480775,default_job_2080
146,c1cc(Nc2cc(N3CCCCC3)ccn2)[nH]n1,Cc1nc2c(C)c(c1C)N1CCC(CC1)NCCCOCn1nc(C)c(C)c1N2,1,1,1,1,1,1,0.5,1,4,2,244.3419952,0,7,0.5,0.9480775,default_job_2081
148,c1cc(Nc2cc[nH]n2)cc(N2CCCCC2)c1,Cc1cc2cc(c1C)N1CCC(CC1)NCCCOCn1nc(c(C)c1C)N2,1,1,1,1,1,1,0.5,1,3,2,229.3269958,0,8,0.5,0.9480775,default_job_2082
167,c1cc(Nc2cc(CN3CCCCC3)ccn2)ccn1,Cc1cc2c(C)c(n1)Nc1c(C)cnc(c1C)OCCCNC1CCN(CC1)C2,1,1,1,1,1,1,0.5,1,3,2,241.3379974,0,8,0.5,0.9480775,default_job_2083
169,c1cc(CN2CCCCC2)cc(Nc2nccs2)n1,Cc1cnc2cc1CN1CCC(CC1)NCCCOc1cnc(s1)N2,1,1,1,1,1,1,0.5,1,4,2,205.2859955,0,8,0.5,0.9480775,default_job_2084
148,c1ncc(Nc2cc(CN3CCCCC3)cs2)[nH]1,Cc1nc(C)n2c1Nc1cc(c(C)s1)CN1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,235.3560028,0,8,0.5,0.9480775,default_job_2085
167,c1cncc(Nc2cc(N3CCCCC3)ncn2)c1,Cc1ncc2c(c1C)COCCCNC1CCN(CC1)c1ncnc(c1C)N2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,7,0.5,0.9480775,default_job_2086
157,c1cc(N2CCCCC2)cc(Nc2cc[nH]c2)n1,Cc1cc2cc(n1)Nc1cc(C)n(c1)COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,3,2,201.272995,0,8,0.5,0.9480775,default_job_2087
147,c1cc(N2CCCCC2)cc(Nc2cc[nH]n2)n1,Cc1cn2nc1Nc1nc(C)c(C)c(c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,8,0.5,0.9480775,default_job_2088
157,c1cc(Nc2ccc(N3CCCCC3)cn2)[nH]n1,Cc1cc2n(n1)COCCCNC1CCN(CC1)c1c(C)cc(nc1C)N2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,8,0.5,0.9480775,default_job_2089
169,c1cc(N2CCCCC2)cc(Nc2cn[nH]c2)n1,Cc1cnc2c(C)c1N1CCC(CC1)NCCCOCn1cc(cn1)N2,1,1,1,1,1,1,0.5,1,4,2,202.2610016,0,8,0.5,0.9480775,default_job_2090
146,c1c[nH]c(Nc2nc(N3CCCCC3)cs2)c1,Cc1sc2nc1N1CCC(CC1)NCCCOCn1c(C)c(C)c(C)c1N2,1,1,1,1,1,1,0.5,1,4,2,235.3560028,0,7,0.5,0.9480775,default_job_2091
167,c1ncc(Nc2cncc(CN3CCCCC3)c2)[nH]1,Cc1nc(C)c2c(C)c1CN1CCC(CC1)NCCCOc1nc(C)c(n1C)N2,1,1,1,1,1,1,0.5,1,4,2,244.3419952,0,8,0.5,0.9480775,default_job_2092
153,c1cc(CN2CCCCC2)cc(Nc2cnc[nH]2)c1,Cc1nc2n(C)c1Nc1cccc(c1)CN1CCC(CC1)NCCCO2,1,1,1,1,1,1,0.5,1,3,2,201.272995,0,8,0.5,0.9480775,default_job_2093
154,c1cc(N2CCCCC2)cc(Nc2cncs2)n1,Cc1cnc2cc1N1CCC(CC1)NCCCOCc1nc(C)c(s1)N2,1,1,1,1,1,1,0.5,1,4,2,219.3130035,0,8,0.5,0.9480775,default_job_2094
148,c1cc(Nc2cnc[nH]2)cc(N2CCCCC2)n1,Cc1nc2c(C)c(c1C)Nc1c(C)nc(C)n1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,244.3419952,0,7,0.5,0.9480775,default_job_2095
164,c1cc(Nc2cc(CN3CCCCC3)ccn2)ncn1,Cc1cc2nc(n1)OCCCNC1CCN(CC1)Cc1cc(ncc1C)N2,1,1,1,1,1,1,0.5,1,4,2,214.2720032,0,8,0.5,0.9480775,default_job_2096
169,c1cc(Nc2cc(N3CCCCC3)ccn2)ncn1,Cc1cnc2nc1Nc1ncc(C)c(c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,8,0.5,0.9480775,default_job_2097
154,c1cc(Nc2c[nH]cn2)cc(N2CCCCC2)c1,Cc1cc2cc(c1)N1CCC(CC1)NCCCOCn1cnc(c1C)N2,1,1,1,1,1,1,0.5,1,3,2,201.272995,0,8,0.5,0.9480775,default_job_2098
167,c1cnc(Nc2ccncn2)c(CN2CCCCC2)c1,Cc1cc(C)c2c(n1)Nc1ncnc(c1C)COCCCNC1CCN(CC1)C2,1,1,1,1,1,1,0.5,1,4,2,242.326004,0,8,0.5,0.9480775,default_job_2099
158,c1cc(Nc2cncc(N3CCCCC3)c2)ncn1,Cc1nc(C)c2cc1Nc1ccnc(n1)COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,214.2720032,0,8,0.5,0.9480775,default_job_2100
167,c1cc(Nc2cc(CN3CCCCC3)ccn2)ncn1,Cc1nc2c(C)c(c1C)CN1CCC(CC1)NCCCOc1ncnc(c1C)N2,1,1,1,1,1,1,0.5,1,4,2,242.326004,0,8,0.5,0.9480775,default_job_2101
158,c1cc(N2CCCCC2)cc(Nc2cc[nH]c2)n1,Cc1cn2c(C)c1Nc1cc(ccn1)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,3,2,201.272995,0,8,0.5,0.9480775,default_job_2102
153,c1c[nH]c(Nc2cc(CN3CCCCC3)ccn2)c1,Cc1cc2cc(n1)Nc1c(C)cc(n1C)OCCCNC1CCN(CC1)C2,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2103
167,c1cc(Nc2nccnc2CN2CCCCC2)ccn1,Cc1cnc2c(n1)CN1CCC(CC1)NCCCOc1nc(C)cc(c1C)N2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,7,0.5,0.9480775,default_job_2104
169,c1ccc(Nc2nc(N3CCCCC3)cs2)nc1,Cc1cc(C)c2c(n1)Nc1nc(cs1)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,219.3130035,0,7,0.5,0.9480775,default_job_2105
167,c1cc(Nc2ccc(N3CCCCC3)nn2)ccn1,Cc1cc2nnc1N1CCC(CC1)NCCCOCc1cncc(C)c1N2,1,1,1,1,1,1,0.5,1,4,2,214.2720032,0,8,0.5,0.9480775,default_job_2106
151,c1cc(Nc2cncc(CN3CCCCC3)c2)[nH]n1,Cc1cnn2c1Nc1cc(c(C)nc1C)CN1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,8,0.5,0.9480775,default_job_2107
149,c1cc(Nc2cncc(N3CCCCC3)c2)n[nH]1,Cc1nc(C)c2c(C)c1Nc1ccn(n1)COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,8,0.5,0.9480775,default_job_2108
164,c1cc(N2CCCCC2)nc(Nc2cc[nH]c2)n1,Cc1cnc2nc1N1CCC(CC1)NCCCOCn1cc(cc1C)N2,1,1,1,1,1,1,0.5,1,4,2,202.2610016,0,8,0.5,0.9480775,default_job_2109
149,c1cc(Nc2cnc[nH]2)cc(N2CCCCC2)n1,Cc1nc2c(C)c(c1C)Nc1c(C)ncn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,7,0.5,0.9480775,default_job_2110
152,c1ccc(Nc2cccc(N3CCCCC3)n2)nc1,COc1ccc2nc1COCCCNC1CCN(CC1)c1cc(C)c(C)c(n1)N2,1,1,1,1,1,1,0.5,1,4,2,243.3099976,0,8,0.5,0.9480775,default_job_2111
158,c1cc(N2CCCCC2)cc(Nc2cc[nH]n2)n1,Cc1cnc2cc1N1CCC(CC1)NCCCOCn1cc(C)c(n1)N2,1,1,1,1,1,1,0.5,1,4,2,202.2610016,0,8,0.5,0.9480775,default_job_2112
164,c1cnc(Nc2cncc(CN3CCCCC3)c2)nc1,Cc1cc2nc(n1)Nc1cc(c(C)nc1C)CN1CCC(CC1)NCCCO2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,8,0.5,0.9480775,default_job_2113
149,c1c[nH]c(Nc2ccc(N3CCCCC3)cn2)c1,Cc1cc2c(C)nc1Nc1c(C)ccn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2114
153,c1ccc(Nc2cc(N3CCCCC3)ncn2)cc1,Cc1ccc2c(c1)Nc1cc(nc(C)n1)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,3,2,213.2839966,0,7,0.5,0.9480775,default_job_2115
158,c1c[nH]c(Nc2cc(N3CCCCC3)ccn2)c1,Cc1cnc2cc1N1CCC(CC1)NCCCOCCn1ccc(C)c1N2,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2116
149,c1cc(N2CCCCC2)cc(Nc2cc[nH]n2)n1,Cc1cc2c(C)c(n1)Nc1nn(c(C)c1C)COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,8,0.5,0.9480775,default_job_2117
167,c1cc(Nc2cncc(CN3CCCCC3)c2)ncn1,Cc1c2cncc1Nc1ncnc(c1Cl)OCCCNC1CCN(CC1)C2,1,1,1,1,1,1,0.5,1,4,2,234.6900024,0,8,0.5,0.9480775,default_job_2118
163,c1cc(Nc2ccsn2)cc(CN2CCCCC2)n1,Cc1cc2cc(n1)CN1CCC(CC1)NCCCOc1cc(ns1)N2,1,1,1,1,1,1,0.5,1,4,2,205.2859955,0,8,0.5,0.9480775,default_job_2119
151,c1cc(Nc2cc(N3CCCCC3)ccn2)[nH]n1,Cc1cc2n(n1)COCCCNC1CCN(CC1)c1cc(nc(C)c1C)N2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,7,0.5,0.9480775,default_job_2120
149,c1ncc(Nc2cc(CN3CCCCC3)cs2)[nH]1,Cc1nc2n(C)c1Nc1sc(C)c(c1C)CN1CCC(CC1)NCCCO2,1,1,1,1,1,1,0.5,1,4,2,235.3560028,0,8,0.5,0.9480775,default_job_2121
164,c1cc(Nc2cncc(CN3CCCCC3)c2)ncn1,Cc1nc2c(C)c(n1)OCCCNC1CCN(CC1)Cc1cnc(C)c(c1)N2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,8,0.5,0.9480775,default_job_2122
164,c1cc(Nc2cncc(CN3CCCCC3)c2)ncn1,Cc1ncc2c(C)c1CN1CCC(CC1)NCCCOc1ncnc(c1C)N2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,8,0.5,0.9480775,default_job_2123
154,c1c[nH]c(Nc2ccc(N3CCCCC3)cc2)n1,Cc1cn2c(n1)Nc1cc(C)c(c(Cl)c1)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,3,2,235.7180023,0,8,0.5,0.9480775,default_job_2124
148,c1cc(Nc2ccnc(N3CCCCC3)c2)[nH]n1,Cc1cnc2cc1Nc1c(C)c(C)nn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,7,0.5,0.9480775,default_job_2125
148,c1cc(Nc2nnc[nH]2)cc(N2CCCCC2)c1,Cc1cc(C)c2c(C)c1Nc1nnc(C)n1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,7,0.5,0.9480775,default_job_2126
164,c1cc(Nc2cc(N3CCCCC3)c[nH]2)ncn1,Cc1c2ncnc1Nc1c(C)c(cn1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,8,0.5,0.9480775,default_job_2127
145,c1cc(Nc2ccn[nH]2)cc(N2CCCCC2)c1,Cc1cc(C)c2cc1Nc1c(C)c(Cl)nn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,3,2,249.7449951,0,7,0.5,0.9480775,default_job_2128
164,c1cc(Nc2cc(N3CCCCC3)cnn2)c[nH]1,Cc1nnc2cc1N1CCC(CC1)NCCCOCn1cc(cc1C)N2,1,1,1,1,1,1,0.5,1,4,2,202.2610016,0,8,0.5,0.9480775,default_job_2129
167,c1cc(Nc2cc(CN3CCCCC3)ccn2)[nH]n1,Cc1cnc2c(C)c1CN1CCC(CC1)NCCCOc1cc(n(C)n1)N2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,8,0.5,0.9480775,default_job_2130
154,c1cc(Nc2nc(N3CCCCC3)cs2)ccn1,Cc1cc2cc(n1)COCCCNC1CCN(CC1)c1csc(n1)N2,1,1,1,1,1,1,0.5,1,4,2,205.2859955,0,8,0.5,0.9480775,default_job_2131
157,c1cc(CN2CCCCC2)cc(Nc2ccncn2)c1,Cc1nc2c(C)c(n1)OCCCNC1CCN(CC1)Cc1cccc(c1)N2,1,1,1,1,1,1,0.5,1,3,2,213.2839966,0,8,0.5,0.9480775,default_job_2132
147,c1cc(Nc2ccnc(N3CCCCC3)c2)[nH]n1,Cc1nc2cc(c1C)Nc1c(Cl)cnn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,236.7059937,0,7,0.5,0.9480775,default_job_2133
145,c1cc(Nc2ccn[nH]2)cc(N2CCCCC2)c1,Cc1ccc2c(C)c1Nc1c(C)cnn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,7,0.5,0.9480775,default_job_2134
148,c1ncc(Nc2c[nH]c(N3CCCCC3)c2)[nH]1,Cc1ncn2c1Nc1c(C)c(n(C)c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,218.3040009,0,7,0.5,0.9480775,default_job_2135
146,c1cc(N2CCCCC2)cc(Nc2cc[nH]n2)n1,Cc1nc2cc(c1C)N1CCC(CC1)NCCCOC(C)c1cc(nn1C)N2,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,8,0.5,0.9480775,default_job_2136
149,c1cc(Nc2ccnc(N3CCCCC3)c2)[nH]n1,Cc1cc2n(n1)COCCCNC1CCN(CC1)c1nc(C)c(C)c(c1C)N2,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,7,0.5,0.9480775,default_job_2137
158,c1cnc(Nc2cccc(CN3CCCCC3)c2)nc1,Cc1cc2nc(n1)Nc1cc(ccc1C)CN1CCC(CC1)NCCCO2,1,1,1,1,1,1,0.5,1,3,2,213.2839966,0,8,0.5,0.9480775,default_job_2138
167,c1c[nH]c(Nc2cncc(CN3CCCCC3)c2)c1,Cc1cc2n(C)c1Nc1cncc(c1C)CN1CCC(CC1)NCCCO2,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2139
147,c1cc(Nc2ncc[nH]2)cc(N2CCCCC2)c1,Cc1cc2cc(c1C)N1CCC(CC1)NCCCOCn1c(nc(C)c1C)N2,1,1,1,1,1,1,0.5,1,3,2,229.3269958,0,7,0.5,0.9480775,default_job_2140
169,c1ncc(Nc2cc(CN3CCCCC3)ccn2)cn1,Cc1cnc2c(C)c1CN1CCC(CC1)NCCCOCc1ncncc1N2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,8,0.5,0.9480775,default_job_2141
147,c1cc(Nc2c[nH]cn2)cc(N2CCCCC2)n1,Cc1nc2cc(c1C)Nc1nc(C)n(c1C)COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,230.3150024,0,8,0.5,0.9480775,default_job_2142
164,c1cc(Nc2ccnc(N3CCCCC3)n2)ccn1,Cc1cncc2c1Nc1nc(nc(C)c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,7,0.5,0.9480775,default_job_2143
169,c1ccc(Nc2cc(N3CCCCC3)ncn2)nc1,Cc1cnc2c(C)c1COCCCNC1CCN(CC1)c1ncnc(c1C)N2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,8,0.5,0.9480775,default_job_2144
154,c1cc(CN2CCCCC2)cc(Nc2ccncn2)c1,Cc1nc2c(C)c(n1)OCCCNC1CCN(CC1)Cc1ccc(C)c(c1)N2,1,1,1,1,1,1,0.5,1,3,2,227.3110046,0,8,0.5,0.9480775,default_job_2145
164,c1cnc(Nc2cncc(N3CCCCC3)c2)nc1,Cc1cc2nc(n1)Nc1cc(c(C)nc1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,228.298996,0,8,0.5,0.9480775,default_job_2146
154,c1cc(Nc2cc(CN3CCCCC3)ccn2)[nH]n1,Cc1cc2cc(n1)Nc1cc(C)nn1COCCCNC1CCN(CC1)C2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,8,0.5,0.9480775,default_job_2147
158,c1cc(Nc2cc(CN3CCCCC3)ccn2)ccn1,Cc1cc2cc(n1)Nc1ccnc(c1C)OCCCNC1CCN(CC1)C2,1,1,1,1,1,1,0.5,1,3,2,213.2839966,0,8,0.5,0.9480775,default_job_2148
148,c1c[nH]c(Nc2cncc(N3CCCCC3)c2)c1,Cc1ccn2c1Nc1cc(c(C)nc1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,7,0.5,0.9480775,default_job_2149
157,c1cc(CN2CCCCC2)cc(Nc2cnccn2)c1,Cc1cc2cc(c1C)CN1CCC(CC1)NCCCOc1cncc(n1)N2,1,1,1,1,1,1,0.5,1,3,2,213.2839966,0,8,0.5,0.9480775,default_job_2150
157,c1cc(N2CCCCC2)cc(Nc2cnc[nH]2)n1,Cc1nc2cc(c1C)N1CCC(CC1)NCCCOCn1cnc(C)c1N2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,7,0.5,0.9480775,default_job_2151
168,c1cnc(NCc2cncnc2)c(CN2CCCCC2)c1,Cc1ccnc2c1CN1CCC(CC1)NCCCOc1ncncc1CN2,1,1,1,1,1,1,0.5,1,4,2,214.2720032,0,7,0.5,0.9480775,default_job_2152
153,c1c[nH]c(Nc2ccc(N3CCCCC3)nc2)n1,Cc1cn2c(n1)Nc1cc(Cl)c(nc1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,236.7059937,0,8,0.5,0.9480775,default_job_2153
151,O=c1[nH]c(N2CCCCC2)ccc1Nc1ccc[nH]1,Cc1cc2n(C)c(=O)c1Nc1c(C)ccn1COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,4,2,231.298996,0,8,0.5,0.9480775,default_job_2154
155,c1cc(Nc2ccc(N3CCCCC3)cc2)[nH]n1,Cc1cc2n(n1)COCCCNC1CCN(CC1)c1c(C)cc(cc1C)N2,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2155
147,c1cc(Nc2c[nH]cn2)cc(N2CCCCC2)c1,Cc1c2cc(c(C)c1C)N1CCC(CC1)NCCCOCn1c(C)nc(c1C)N2,1,1,1,1,1,1,0.5,1,3,2,243.3540039,0,8,0.5,0.9480775,default_job_2156
168,c1c[nH]c(Nc2cncc(CN3CCCCC3)c2)c1,Cc1cc2n(C)c1Nc1cnc(C)c(c1)CN1CCC(CC1)NCCCO2,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2157
156,c1cc(Nc2cc[nH]c2)nc(N2CCCCC2)c1,Cc1cc2nc(c1)N1CCC(CC1)NCCCOCn1c(C)cc(c1C)N2,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2158
155,c1cc(Nc2cc(N3CCCCC3)ccn2)[nH]n1,Cc1cnn2c1Nc1cc(c(C)c(C)n1)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,7,0.5,0.9480775,default_job_2159
164,c1cc(N2CCCCC2)cc(Nc2cc[nH]c2)n1,Cc1cc2c(C)c(n1)Nc1ccn(c1C)COCCCNC1CCN2CC1,1,1,1,1,1,1,0.5,1,3,2,215.3000031,0,8,0.5,0.9480775,default_job_2160
168,c1c[nH]c(Nc2ccc(N3CCCCC3)cn2)n1,Cc1cc2nc(C)c1N1CCC(CC1)NCCCOCn1c(C)cnc1N2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,8,0.5,0.9480775,default_job_2161
147,c1cc(Nc2ncn[nH]2)cc(N2CCCCC2)c1,Cc1cc2c(C)c(c1)N1CCC(CC1)NCCCOCn1nc(C)nc1N2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,7,0.5,0.9480775,default_job_2162
168,c1ccc(Nc2ncncc2CN2CCCCC2)cc1,Cc1cc2cc(Cl)c1OCCCNC1CCN(CC1)Cc1cncnc1N2,1,1,1,1,1,1,0.5,1,3,2,233.7019958,0,8,0.5,0.9480775,default_job_2163
151,c1cc(Nc2c[nH]c(N3CCCCC3)c2)n[nH]1,Cc1cn2nc1Nc1c(C)c(n(C)c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,218.3040009,0,8,0.5,0.9480775,default_job_2164
151,c1ncc(Nc2ccc(N3CCCCC3)nc2)[nH]1,Cc1ncn2c1Nc1cnc(c(C)c1C)N1CCC(CC1)NCCCOC2,1,1,1,1,1,1,0.5,1,4,2,216.2879944,0,8,0.5,0.9480775,default_job_2165
155,c1cc(CN2CCCCC2)cc(Nc2ccc[nH]2)c1,Cc1cc2n(C)c1Nc1cccc(c1)CN1CCC(CC1)NCCCO2,1,1,1,1,1,1,0.5,1,2,2,200.2850037,0,8,0.5,0.9480775,default_job_2166
